epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
83,654.664,0,0.0078,0,0,0,0,0,nan,nan,nan,0.0003764,0.0003764,0.0003764
84,662.452,0,0.00777,0,0,0,0,0,nan,nan,nan,0.0003566,0.0003566,0.0003566
85,670.228,0,0.00772,0,0,0,0,0,nan,nan,nan,0.0003368,0.0003368,0.0003368
86,678.068,0,0.00771,0,0,0,0,0,nan,nan,nan,0.000317,0.000317,0.000317
87,685.899,0,0.00772,0,0,0,0,0,nan,nan,nan,0.0002972,0.0002972,0.0002972
88,693.707,0,0.00764,0,0,0,0,0,nan,nan,nan,0.0002774,0.0002774,0.0002774
89,701.586,0,0.00759,0,0,0,0,0,nan,nan,nan,0.0002576,0.0002576,0.0002576
90,709.522,0,0.00754,0,0,0,0,0,nan,nan,nan,0.0002378,0.0002378,0.0002378
91,730.515,0,0.00745,0,0,0,0,0,nan,nan,nan,0.000218,0.000218,0.000218
92,738.478,0,0.00747,0,0,0,0,0,nan,nan,nan,0.0001982,0.0001982,0.0001982
93,746.263,0,0.00743,0,0,0,0,0,nan,nan,nan,0.0001784,0.0001784,0.0001784
94,754.065,0,0.00742,0,0,0,0,0,nan,nan,nan,0.0001586,0.0001586,0.0001586
95,761.956,0,0.00739,0,0,0,0,0,nan,nan,nan,0.0001388,0.0001388,0.0001388
96,769.764,0,0.00741,0,0,0,0,0,nan,nan,nan,0.000119,0.000119,0.000119
97,777.606,0,0.00741,0,0,0,0,0,nan,nan,nan,9.92e-05,9.92e-05,9.92e-05
98,785.451,0,0.00736,0,0,0,0,0,nan,nan,nan,7.94e-05,7.94e-05,7.94e-05
99,793.239,0,0.00735,0,0,0,0,0,nan,nan,nan,5.96e-05,5.96e-05,5.96e-05
100,801.099,0,0.00735,0,0,0,0,0,nan,nan,nan,3.98e-05,3.98e-05,3.98e-05
